depth_tmd,depth_tvd,rpm,wob,flow_in,rop,formation,Mohes Index,formationId
1678,1677.89,99,7,2511,22.0,Viséen-C,5.5,18
1679,1678.89,98,8,2511,25.1,Viséen-C,5.5,18
1680,1679.89,102,9,2510,30.5,Viséen-C,5.5,18
1681,1680.89,105,8,2509,33.0,Viséen-C,5.5,18
1682,1681.89,96,10,2510,43.9,Viséen-C,5.5,18
1683,1682.89,111,9,2512,9.4,Viséen-C,5.5,18
1684,1683.89,94,9,2537,20.4,Viséen-C,5.5,18
1685,1684.89,88,11,2537,33.3,Viséen-C,5.5,18
1686,1685.89,88,11,2538,33.3,Viséen-C,5.5,18
1687,1686.89,88,10,2537,29.0,Viséen-C,5.5,18
1688,1687.89,86,11,2537,31.9,Viséen-C,5.5,18
1689,1688.89,91,8,2538,20.3,Viséen-C,5.5,18
1690,1689.89,89,10,2539,32.3,Viséen-C,5.5,18
1691,1690.89,90,10,2538,27.7,Viséen-C,5.5,18
1692,1691.89,92,9,2541,26.8,Viséen-C,5.5,18
1693,1692.89,82,10,2529,17.0,Viséen-C,5.5,18
1694,1693.89,75,10,2516,25.8,Viséen-C,5.5,18
1695,1694.89,78,9,2517,21.5,Viséen-C,5.5,18
1696,1695.89,85,8,2518,13.1,Viséen-C,5.5,18
1697,1696.89,78,9,2519,16.8,Viséen-C,5.5,18
1698,1697.89,81,8,2519,19.3,Viséen-C,5.5,18
1699,1698.89,80,8,2519,18.4,Viséen-C,5.5,18
1700,1699.89,78,9,2519,20.7,Viséen-C,5.5,18
1701,1700.89,83,8,2519,16.6,Viséen-C,5.5,18
1702,1701.89,85,7,2509,11.9,Viséen-C,5.5,18
1703,1702.89,99,8,2490,11.1,Viséen-C,5.5,18
1704,1703.89,95,9,2490,13.2,Viséen-C,5.5,18
1705,1704.89,85,11,2490,24.9,Viséen-C,5.5,18
1706,1705.89,87,11,2491,20.9,Viséen-C,5.5,18
1707,1706.89,88,10,2491,19.9,Viséen-C,5.5,18
1708,1707.89,89,10,2490,26.3,Viséen-C,5.5,18
1709,1708.89,91,9,2489,23.9,Viséen-C,5.5,18
1710,1709.89,87,11,2489,23.0,Viséen-C,5.5,18
1711,1710.89,88,10,2491,10.9,Viséen-C,5.5,18
1712,1711.89,103,9,2520,12.2,Viséen-C,5.5,18
1713,1712.89,106,9,2531,9.2,Viséen-C,5.5,18
1714,1713.89,102,8,2539,35.5,Viséen-C,5.5,18
1715,1714.89,97,10,2537,30.3,Viséen-C,5.5,18
1716,1715.89,100,10,2536,27.5,Viséen-C,5.5,18
1717,1716.89,101,9,2534,25.7,Viséen-C,5.5,18
1718,1717.89,103,10,2534,20.0,Viséen-C,5.5,18
1719,1718.89,98,10,2525,25.8,Viséen-C,5.5,18
1720,1719.89,96,10,2520,33.6,Viséen-C,5.5,18
1721,1720.89,89,8,2508,18.8,Viséen-C,5.5,18
1722,1721.89,79,11,2476,32.2,Viséen-C,5.5,18
1723,1722.89,77,12,2484,31.1,Viséen-C,5.5,18
1724,1723.89,81,11,2508,34.2,Viséen-C,5.5,18
1725,1724.89,82,11,2508,27.2,Viséen-C,5.5,18
1726,1725.88,80,11,2509,30.7,Viséen-C,5.5,18
1727,1726.88,82,10,2509,29.9,Viséen-C,5.5,18
1728,1727.88,81,11,2509,33.4,Viséen-C,5.5,18
1729,1728.88,81,11,2508,30.5,Viséen-C,5.5,18
1730,1729.88,73,10,2517,14.3,Viséen-C,5.5,18
1731,1730.88,73,11,2521,31.5,Viséen-C,5.5,18
1732,1731.88,76,10,2518,30.0,Viséen-C,5.5,18
1733,1732.88,71,12,2514,36.7,Viséen-C,5.5,18
1734,1733.88,74,11,2508,30.1,Viséen-C,5.5,18
1735,1734.88,72,12,2506,32.1,Viséen-C,5.5,18
1736,1735.88,74,11,2507,29.8,Viséen-C,5.5,18
1737,1736.88,75,11,2508,30.2,Viséen-C,5.5,18
1738,1737.88,76,10,2509,28.9,Viséen-C,5.5,18
1739,1738.88,70,8,2512,14.3,Viséen-C,5.5,18
1740,1739.88,77,8,2516,15.3,Viséen-C,5.5,18
1741,1740.88,96,9,2517,17.8,Viséen-C,5.5,18
1742,1741.88,103,10,2517,30.6,Viséen-C,5.5,18
1743,1742.88,103,11,2517,30.1,Viséen-C,5.5,18
1744,1743.88,104,10,2517,24.7,Viséen-C,5.5,18
1745,1744.88,108,9,2519,27.0,Viséen-C,5.5,18
1746,1745.88,106,9,2518,30.1,Viséen-C,5.5,18
1747,1746.88,102,11,2518,32.0,Viséen-C,5.5,18
1748,1747.88,100,7,2492,12.5,Viséen-C,5.5,18
1749,1748.88,102,9,2467,10.9,Viséen-C,5.5,18
1750,1749.88,106,8,2471,8.3,Viséen-C,5.5,18
1751,1750.88,103,8,2470,13.5,Viséen-C,5.5,18
1752,1751.88,98,9,2470,18.1,Viséen-C,5.5,18
1753,1752.88,97,9,2505,18.9,Viséen-C,5.5,18
1754,1753.88,101,8,2528,16.1,Viséen-C,5.5,18
1755,1754.88,101,8,2526,13.7,Viséen-C,5.5,18
1756,1755.88,103,8,2526,11.9,Viséen-C,5.5,18
1757,1756.88,107,6,2526,7.4,Viséen-C,5.5,18
1758,1757.88,94,8,2528,10.4,Viséen-C,5.5,18
1759,1758.88,91,8,2528,13.9,Viséen-C,5.5,18
1760,1759.88,93,8,2528,12.6,Viséen-C,5.5,18
1761,1760.88,90,8,2529,12.5,Viséen-C,5.5,18
1762,1761.88,93,7,2519,12.6,Viséen-C,5.5,18
1763,1762.88,86,9,2515,18.3,Viséen-C,5.5,18
1764,1763.88,88,9,2520,15.4,Viséen-C,5.5,18
1765,1764.88,85,10,2519,17.4,Viséen-C,5.5,18
1766,1765.88,91,8,2518,12.0,Viséen-C,5.5,18
1767,1766.88,87,8,2511,7.1,Viséen-C,5.5,18
1768,1767.88,85,11,2508,16.5,Viséen-C,5.5,18
1769,1768.88,83,12,2510,18.0,Viséen-C,5.5,18
1770,1769.88,85,12,2511,15.7,Viséen-C,5.5,18
1771,1770.88,83,12,2510,21.7,Viséen-C,5.5,18
1772,1771.88,85,11,2508,17.2,Viséen-C,5.5,18
1773,1772.88,85,11,2506,15.7,Viséen-C,5.5,18
1774,1773.88,88,10,2504,9.2,Viséen-C,5.5,18
1775,1774.88,87,10,2503,15.9,Viséen-C,5.5,18
1776,1775.88,87,8,2503,11.8,Viséen-C,5.5,18
1777,1776.88,79,10,2505,30.9,Viséen-C,5.5,18
1778,1777.88,78,11,2505,31.1,Viséen-C,5.5,18
1779,1778.88,78,12,2504,30.0,Viséen-C,5.5,18
1780,1779.88,79,12,2505,29.3,Viséen-C,5.5,18
1781,1780.88,80,11,2505,28.2,Viséen-C,5.5,18
1782,1781.88,79,11,2505,26.9,Viséen-C,5.5,18
1783,1782.88,83,11,2504,27.1,Viséen-C,5.5,18
1784,1783.88,83,11,2505,29.9,Viséen-C,5.5,18
1785,1784.88,82,12,2504,30.6,Viséen-C,5.5,18
1786,1785.88,86,9,2505,15.6,Viséen-C,5.5,18
1787,1786.88,83,11,2506,27.3,Viséen-C,5.5,18
1788,1787.88,81,12,2506,31.5,Viséen-C,5.5,18
1789,1788.88,81,12,2507,32.0,Viséen-C,5.5,18
1790,1789.88,81,11,2506,30.3,Viséen-C,5.5,18
1791,1790.88,82,11,2507,31.4,Viséen-C,5.5,18
1792,1791.88,81,11,2506,31.1,Viséen-C,5.5,18
1793,1792.88,85,10,2508,26.6,Viséen-C,5.5,18
1794,1793.88,81,11,2508,31.0,Viséen-C,5.5,18
1795,1794.88,84,10,2508,28.3,Viséen-B,5.5,17
1796,1795.88,82,9,2523,14.7,Viséen-B,5.5,17
1797,1796.88,91,8,2533,16.5,Viséen-B,5.5,17
1798,1797.88,94,7,2532,14.1,Viséen-B,5.5,17
1799,1798.88,86,9,2531,22.3,Viséen-B,5.5,17
1800,1799.88,84,10,2530,24.4,Viséen-B,5.5,17
1801,1800.88,88,8,2533,20.0,Viséen-B,5.5,17
1802,1801.88,82,11,2531,27.2,Viséen-B,5.5,17
1803,1802.88,87,9,2533,20.3,Viséen-B,5.5,17
1804,1803.88,83,10,2532,24.8,Viséen-B,5.5,17
1805,1804.88,90,5,2533,8.4,Viséen-B,5.5,17
1806,1805.88,87,7,2533,12.0,Viséen-B,5.5,17
1807,1806.88,88,9,2534,12.7,Viséen-B,5.5,17
1808,1807.88,88,8,2535,12.9,Viséen-B,5.5,17
1809,1808.88,85,9,2535,14.9,Viséen-B,5.5,17
1810,1809.88,88,8,2534,15.5,Viséen-B,5.5,17
1811,1810.88,81,11,2534,26.0,Viséen-B,5.5,17
1812,1811.88,79,13,2533,28.2,Viséen-B,5.5,17
1813,1812.88,82,11,2531,23.8,Viséen-B,5.5,17
1814,1813.88,82,10,2529,17.1,Viséen-B,5.5,17
1815,1814.88,86,9,2507,26.2,Viséen-B,5.5,17
1816,1815.88,85,12,2506,14.9,Viséen-B,5.5,17
1817,1816.88,83,11,2508,24.0,Viséen-B,5.5,17
1818,1817.88,83,11,2510,28.0,Viséen-B,5.5,17
1819,1818.88,84,12,2512,23.9,Viséen-B,5.5,17
1820,1819.88,84,10,2510,20.4,Viséen-B,5.5,17
1821,1820.88,83,12,2511,23.4,Viséen-B,5.5,17
1822,1821.88,84,12,2511,22.4,Viséen-B,5.5,17
1823,1822.88,86,10,2512,20.1,Viséen-B,5.5,17
1824,1823.88,86,8,2517,11.9,Viséen-B,5.5,17
1825,1824.88,87,13,2522,26.1,Viséen-B,5.5,17
1826,1825.88,91,11,2524,12.8,Viséen-B,5.5,17
1827,1826.88,90,10,2525,16.5,Viséen-B,5.5,17
1828,1827.88,89,10,2525,23.1,Viséen-B,5.5,17
1829,1828.88,87,11,2526,21.3,Viséen-B,5.5,17
1830,1829.88,92,11,2525,15.4,Viséen-B,5.5,17
1831,1830.88,101,7,2525,10.9,Viséen-B,5.5,17
1832,1831.88,100,8,2527,10.5,Viséen-B,5.5,17
1833,1832.88,85,10,2524,16.2,Viséen-B,5.5,17
1834,1833.88,94,10,2518,27.9,Viséen-B,5.5,17
1835,1834.88,91,11,2519,35.3,Viséen-B,5.5,17
1836,1835.88,91,11,2520,33.1,Viséen-B,5.5,17
1837,1836.88,101,9,2522,23.3,Viséen-B,5.5,17
1838,1837.87,100,11,2523,14.4,Viséen-B,5.5,17
1839,1838.87,98,11,2521,18.6,Viséen-B,5.5,17
1840,1839.87,97,10,2522,23.0,Viséen-B,5.5,17
1841,1840.87,98,10,2523,29.1,Viséen-B,5.5,17
1842,1841.87,93,10,2522,28.6,Viséen-B,5.5,17
1843,1842.87,79,11,2524,18.6,Viséen-B,5.5,17
1844,1843.87,79,10,2525,20.6,Viséen-B,5.5,17
1845,1844.87,78,10,2525,20.9,Viséen-B,5.5,17
1846,1845.87,77,11,2526,19.0,Viséen-B,5.5,17
1847,1846.87,86,9,2525,16.9,Viséen-B,5.5,17
1848,1847.87,86,10,2523,18.1,Viséen-B,5.5,17
1849,1848.87,85,10,2524,17.9,Viséen-B,5.5,17
1850,1849.87,84,11,2526,20.1,Viséen-B,5.5,17
1851,1850.87,80,11,2526,25.5,Viséen-B,5.5,17
1852,1851.87,83,9,2529,14.9,Viséen-B,5.5,17
1853,1852.87,96,10,2538,33.7,Viséen-B,5.5,17
1854,1853.87,97,10,2538,30.3,Viséen-B,5.5,17
1855,1854.87,94,10,2538,33.3,Viséen-B,5.5,17
1856,1855.87,102,8,2538,22.0,Viséen-B,5.5,17
1857,1856.87,98,9,2538,29.2,Viséen-B,5.5,17
1858,1857.87,102,9,2539,31.3,Viséen-B,5.5,17
1859,1858.87,108,7,2540,26.2,Viséen-B,5.5,17
1860,1859.87,109,8,2540,32.4,Viséen-B,5.5,17
1861,1860.87,102,10,2539,31.9,Viséen-B,5.5,17
1862,1861.87,84,8,2541,7.7,Viséen-B,5.5,17
1863,1862.87,101,10,2545,23.2,Viséen-B,5.5,17
1864,1863.87,95,11,2545,29.2,Viséen-B,5.5,17
1865,1864.87,100,10,2546,23.1,Viséen-B,5.5,17
1866,1865.87,102,10,2547,19.1,Viséen-B,5.5,17
1867,1866.87,97,12,2546,22.3,Viséen-B,5.5,17
1868,1867.87,104,10,2544,9.8,Viséen-B,5.5,17
1869,1868.87,103,9,2543,25.6,Viséen-B,5.5,17
1870,1869.87,99,11,2542,25.4,Viséen-B,5.5,17
1871,1870.87,97,8,2512,9.9,Viséen-B,5.5,17
1872,1871.87,91,10,2482,24.1,Viséen-B,5.5,17
1873,1872.87,94,10,2482,17.1,Viséen-B,5.5,17
1874,1873.87,94,10,2482,18.8,Viséen-B,5.5,17
1875,1874.87,95,10,2483,13.5,Viséen-B,5.5,17
1876,1875.87,92,11,2484,21.2,Viséen-B,5.5,17
1877,1876.87,91,11,2481,18.4,Viséen-B,5.5,17
1878,1877.87,95,9,2483,18.5,Viséen-B,5.5,17
1879,1878.87,91,12,2482,16.3,Viséen-B,5.5,17
1880,1879.87,90,9,2492,9.2,Viséen-B,5.5,17
1881,1880.87,84,9,2520,16.1,Viséen-B,5.5,17
1882,1881.87,82,10,2521,19.2,Viséen-B,5.5,17
1883,1882.87,100,9,2522,22.1,Viséen-B,5.5,17
1884,1883.87,98,10,2521,25.8,Viséen-B,5.5,17
1885,1884.87,101,11,2522,20.0,Viséen-B,5.5,17
1886,1885.87,96,13,2522,29.9,Viséen-B,5.5,17
1887,1886.87,96,13,2521,29.8,Viséen-B,5.5,17
1888,1887.87,95,14,2522,28.6,Viséen-B,5.5,17
1889,1888.87,98,12,2521,12.3,Viséen-B,5.5,17
1890,1889.87,87,13,2509,31.4,Viséen-B,5.5,17
1891,1890.87,85,15,2509,28.4,Viséen-B,5.5,17
1892,1891.87,85,15,2510,25.3,Viséen-B,5.5,17
1893,1892.87,85,15,2510,26.4,Viséen-B,5.5,17
1894,1893.87,86,15,2509,24.3,Viséen-B,5.5,17
1895,1894.87,86,14,2510,22.7,Viséen-B,5.5,17
1896,1895.87,85,14,2512,27.4,Viséen-B,5.5,17
1897,1896.87,88,13,2513,21.7,Viséen-B,5.5,17
1898,1897.87,88,12,2511,13.4,Viséen-B,5.5,17
1899,1898.87,103,7,2512,8.7,Viséen-B,5.5,17
1900,1899.87,97,8,2512,13.6,Viséen-B,5.5,17
1901,1900.87,95,9,2512,16.0,Viséen-B,5.5,17
1902,1901.87,102,7,2511,10.1,Viséen-B,5.5,17
1903,1902.87,98,8,2510,13.8,Viséen-B,5.5,17
1904,1903.87,86,10,2507,12.1,Viséen-B,5.5,17
1905,1904.87,92,9,2508,9.1,Viséen-B,5.5,17
1906,1905.87,88,10,2505,12.8,Viséen-B,5.5,17
1907,1906.87,86,11,2495,12.1,Viséen-B,5.5,17
1908,1907.87,96,9,2510,7.5,Viséen-B,5.5,17
1909,1908.87,94,12,2512,13.8,Viséen-B,5.5,17
1910,1909.87,91,13,2516,16.3,Viséen-B,5.5,17
1911,1910.87,89,12,2516,21.6,Viséen-B,5.5,17
1912,1911.87,90,14,2515,15.2,Viséen-B,5.5,17
1913,1912.87,87,13,2515,24.6,Viséen-B,5.5,17
1914,1913.87,89,14,2515,19.7,Viséen-B,5.5,17
1915,1914.87,89,13,2513,22.0,Viséen-B,5.5,17
1916,1915.87,90,13,2512,22.5,Viséen-B,5.5,17
1917,1916.87,86,12,2506,16.2,Viséen-B,5.5,17
1918,1917.87,85,13,2502,28.5,Viséen-B,5.5,17
1919,1918.87,92,10,2503,14.4,Viséen-B,5.5,17
1920,1919.87,89,11,2504,14.6,Viséen-B,5.5,17
1921,1920.87,89,11,2503,28.9,Viséen-B,5.5,17
1922,1921.87,88,12,2503,25.8,Viséen-B,5.5,17
1923,1922.87,84,13,2504,28.1,Viséen-B,5.5,17
1924,1923.87,84,13,2502,35.0,Viséen-B,5.5,17
1925,1924.87,85,12,2502,38.3,Viséen-B,5.5,17
1926,1925.87,86,14,2504,22.2,Viséen-B,5.5,17
1927,1926.87,88,11,2510,12.7,Viséen-B,5.5,17
1928,1927.87,86,14,2511,22.5,Viséen-B,5.5,17
1929,1928.87,91,11,2512,15.1,Viséen-B,5.5,17
1930,1929.87,87,12,2511,23.8,Viséen-B,5.5,17
1931,1930.87,83,15,2511,26.3,Viséen-B,5.5,17
1932,1931.87,84,14,2511,22.9,Viséen-B,5.5,17
1933,1932.87,84,14,2512,22.6,Viséen-B,5.5,17
1934,1933.87,82,14,2512,27.3,Viséen-B,5.5,17
1935,1934.87,81,15,2511,32.5,Viséen-B,5.5,17
1936,1935.87,86,11,2508,12.5,Viséen-B,5.5,17
1937,1936.87,82,14,2498,27.8,Viséen-B,5.5,17
1938,1937.87,82,14,2496,28.9,Viséen-B,5.5,17
1939,1938.87,82,12,2497,48.9,Viséen-B,5.5,17
1940,1939.87,81,13,2496,114.3,Viséen-B,5.5,17
1941,1940.87,80,14,2496,31.8,Viséen-B,5.5,17
1942,1941.87,83,14,2497,22.0,Viséen-B,5.5,17
1943,1942.87,79,15,2498,32.1,Viséen-B,5.5,17
1944,1943.87,82,14,2498,23.9,Viséen-B,5.5,17
1945,1944.87,82,13,2498,23.3,Viséen-B,5.5,17
1946,1945.87,85,7,2505,9.1,Viséen-B,5.5,17
1947,1946.87,78,11,2514,14.9,Viséen-B,5.5,17
1948,1947.87,82,10,2516,14.5,Viséen-B,5.5,17
1949,1948.87,82,11,2514,22.3,Viséen-B,5.5,17
1950,1949.86,89,10,2516,10.3,Viséen-B,5.5,17
1951,1950.86,91,9,2517,10.8,Viséen-B,5.5,17
1952,1951.86,89,9,2517,10.9,Viséen-B,5.5,17
1953,1952.86,89,9,2517,13.5,Viséen-B,5.5,17
1954,1953.86,90,8,2516,12.0,Viséen-B,5.5,17
1955,1954.86,92,6,2512,12.6,Viséen-B,5.5,17
1956,1955.86,87,5,2502,47.9,Viséen-B,5.5,17
1957,1956.86,86,6,2502,28.5,Viséen-B,5.5,17
1958,1957.86,87,9,2501,17.5,Viséen-B,5.5,17
1959,1958.86,85,11,2502,69.5,Viséen-B,5.5,17
1960,1959.86,81,13,2502,25.6,Viséen-B,5.5,17
1961,1960.86,78,14,2502,38.0,Viséen-B,5.5,17
1962,1961.86,85,13,2503,31.9,Viséen-B,5.5,17
1963,1962.86,89,10,2503,24.8,Viséen-B,5.5,17
1964,1963.86,85,9,2509,12.1,Viséen-B,5.5,17
1965,1964.86,79,13,2521,27.6,Viséen-B,5.5,17
1966,1965.86,78,14,2520,25.9,Viséen-B,5.5,17
1967,1966.86,79,14,2520,26.5,Viséen-B,5.5,17
1968,1967.86,79,14,2521,27.8,Viséen-B,5.5,17
1969,1968.86,79,15,2522,30.2,Viséen-B,5.5,17
1970,1969.86,80,14,2521,28.1,Viséen-B,5.5,17
1971,1970.86,82,13,2521,24.9,Viséen-B,5.5,17
1972,1971.86,80,12,2521,26.8,Viséen-B,5.5,17
1973,1972.86,80,13,2520,26.8,Viséen-B,5.5,17
1974,1973.86,83,13,2520,12.4,Viséen-B,5.5,17
1975,1974.86,81,15,2520,26.2,Viséen-B,5.5,17
1976,1975.86,83,14,2519,27.2,Viséen-B,5.5,17
1977,1976.86,90,12,2523,14.0,Viséen-B,5.5,17
1978,1977.86,86,15,2527,13.7,Viséen-B,5.5,17
1979,1978.86,86,13,2528,15.0,Viséen-B,5.5,17
1980,1979.86,83,14,2528,23.3,Viséen-B,5.5,17
1981,1980.86,90,10,2530,15.2,Viséen-B,5.5,17
1982,1981.86,86,13,2530,20.8,Viséen-B,5.5,17
1983,1982.86,85,8,2523,7.6,Viséen-B,5.5,17
1984,1983.86,74,9,2513,12.4,Viséen-B,5.5,17
1985,1984.86,75,9,2511,11.9,Viséen-B,5.5,17
1986,1985.86,74,9,2515,11.8,Viséen-B,5.5,17
1987,1986.86,76,9,2515,9.6,Viséen-B,5.5,17
1988,1987.86,77,10,2516,7.4,Viséen-B,5.5,17
1989,1988.86,73,9,2515,11.4,Viséen-B,5.5,17
1990,1989.86,84,9,2515,13.8,Viséen-B,5.5,17
1991,1990.86,87,10,2514,20.6,Viséen-B,5.5,17
1992,1991.86,86,9,2518,8.5,Viséen-B,5.5,17
1993,1992.86,78,10,2527,23.8,Viséen-B,5.5,17
1994,1993.86,76,13,2526,20.6,Viséen-B,5.5,17
1995,1994.86,75,13,2525,22.0,Viséen-B,5.5,17
1996,1995.86,75,12,2526,20.0,Viséen-B,5.5,17
1997,1996.86,81,10,2526,16.7,Viséen-B,5.5,17
1998,1997.86,82,10,2527,15.3,Viséen-B,5.5,17
1999,1998.86,81,10,2527,18.4,Viséen-B,5.5,17
2000,1999.86,86,9,2529,13.3,Viséen-B,5.5,17
2001,2000.86,79,13,2528,16.0,Viséen-B,5.5,17
2002,2001.86,76,9,2533,9.9,Viséen-B,5.5,17
2003,2002.86,75,11,2540,18.7,Viséen-B,5.5,17
2004,2003.86,76,11,2542,19.1,Viséen-B,5.5,17
2005,2004.86,81,9,2542,21.5,Viséen-B,5.5,17
2006,2005.86,78,11,2541,15.9,Viséen-B,5.5,17
2007,2006.86,79,10,2543,24.9,Viséen-B,5.5,17
2008,2007.86,75,12,2544,18.9,Viséen-B,5.5,17
2009,2008.86,76,12,2544,17.4,Viséen-B,5.5,17
2010,2009.86,77,11,2542,17.8,Viséen-B,5.5,17
2011,2010.86,76,12,2540,16.0,Viséen-B,5.5,17
2012,2011.86,92,9,2506,14.2,Viséen-B,5.5,17
2013,2012.86,101,10,2498,22.6,Viséen-B,5.5,17
2014,2013.86,99,12,2498,15.6,Viséen-B,5.5,17
2015,2014.86,102,11,2501,11.9,Viséen-B,5.5,17
2016,2015.86,103,11,2502,12.1,Viséen-B,5.5,17
2017,2016.86,106,8,2503,12.0,Viséen-B,5.5,17
2018,2017.86,102,11,2502,11.9,Viséen-B,5.5,17
2019,2018.86,102,10,2504,10.6,Tournaisien-A,6.5,16
2020,2019.86,101,9,2503,19.7,Tournaisien-A,6.5,16
2021,2020.86,94,9,2511,10.7,Tournaisien-A,6.5,16
2022,2021.86,90,10,2533,17.6,Tournaisien-A,6.5,16
2023,2022.86,103,10,2533,17.8,Tournaisien-A,6.5,16
2024,2023.86,104,11,2535,9.9,Tournaisien-A,6.5,16
2025,2024.86,103,11,2536,16.5,Tournaisien-A,6.5,16
2026,2025.86,100,12,2535,19.2,Tournaisien-A,6.5,16
2027,2026.86,104,9,2535,13.2,Tournaisien-A,6.5,16
2028,2027.86,108,8,2537,15.6,Tournaisien-A,6.5,16
2029,2028.86,97,11,2535,27.7,Tournaisien-A,6.5,16
2030,2029.86,96,11,2533,30.8,Tournaisien-A,6.5,16
2031,2030.86,92,8,2514,12.8,Tournaisien-A,6.5,16
2032,2031.86,83,11,2506,23.0,Tournaisien-A,6.5,16
2033,2032.86,85,10,2506,20.8,Tournaisien-A,6.5,16
2034,2033.86,80,12,2508,26.3,Tournaisien-A,6.5,16
2035,2034.86,83,10,2507,23.5,Tournaisien-A,6.5,16
2036,2035.86,80,11,2508,28.0,Tournaisien-A,6.5,16
2037,2036.86,87,11,2509,13.1,Tournaisien-A,6.5,16
2038,2037.86,93,9,2509,9.5,Tournaisien-A,6.5,16
2039,2038.86,94,7,2512,13.0,Tournaisien-A,6.5,16
2040,2039.86,83,10,2500,5.5,Tournaisien-A,6.5,16
2041,2040.86,76,11,2496,17.9,Tournaisien-A,6.5,16
2042,2041.86,78,10,2499,15.6,Tournaisien-A,6.5,16
2043,2042.86,76,12,2499,16.0,Tournaisien-A,6.5,16
2044,2043.86,76,11,2501,18.9,Tournaisien-A,6.5,16
2045,2044.86,75,11,2503,19.6,Tournaisien-A,6.5,16
2046,2045.86,75,11,2501,19.0,Tournaisien-A,6.5,16
2047,2046.86,78,11,2504,17.0,Tournaisien-A,6.5,16
2048,2047.86,76,10,2508,19.3,Tournaisien-A,6.5,16
2049,2048.86,79,9,2510,13.8,Tournaisien-A,6.5,16
2050,2049.86,77,9,2529,18.3,Tournaisien-A,6.5,16
2051,2050.86,85,9,2530,19.7,Tournaisien-A,6.5,16
2052,2051.86,89,9,2532,16.4,Tournaisien-A,6.5,16
2053,2052.86,86,11,2532,18.0,Tournaisien-A,6.5,16
2054,2053.86,86,12,2530,17.1,Tournaisien-A,6.5,16
2055,2054.86,90,11,2532,10.3,Tournaisien-A,6.5,16
2056,2055.86,86,10,2531,24.4,Tournaisien-A,6.5,16
2057,2056.86,85,10,2529,22.5,Tournaisien-A,6.5,16
2058,2057.86,88,9,2530,17.7,Tournaisien-A,6.5,16
2059,2058.86,89,6,2529,8.7,Tournaisien-A,6.5,16
2060,2059.86,82,6,2526,11.9,Tournaisien-A,6.5,16
2061,2060.86,75,10,2528,13.3,Tournaisien-A,6.5,16
2062,2061.85,92,7,2528,8.9,Tournaisien-A,6.5,16
2063,2062.85,91,6,2529,10.6,Tournaisien-A,6.5,16
2064,2063.85,91,6,2528,10.9,Tournaisien-A,6.5,16
2065,2064.85,82,9,2523,25.9,Tournaisien-A,6.5,16
2066,2065.85,83,11,2521,21.3,Tournaisien-A,6.5,16
2067,2066.85,83,12,2520,25.6,Tournaisien-A,6.5,16
2068,2067.85,83,10,2520,16.0,Tournaisien-A,6.5,16
2069,2068.85,84,12,2511,22.2,Tournaisien-A,6.5,16
2070,2069.85,85,11,2494,13.7,Tournaisien-A,6.5,16
2071,2070.85,84,12,2495,20.7,Tournaisien-A,6.5,16
2072,2071.85,86,11,2496,16.3,Tournaisien-A,6.5,16
2073,2072.85,87,11,2499,20.4,Tournaisien-A,6.5,16
2074,2073.85,82,14,2496,26.7,Tournaisien-A,6.5,16
2075,2074.85,85,13,2496,25.4,Tournaisien-A,6.5,16
2076,2075.85,84,13,2497,24.8,Tournaisien-A,6.5,16
2077,2076.85,84,14,2497,25.2,Tournaisien-A,6.5,16
2078,2077.85,82,12,2500,21.5,Tournaisien-A,6.5,16
2079,2078.85,83,15,2507,28.6,Tournaisien-A,6.5,16
2080,2079.85,84,15,2507,27.9,Tournaisien-A,6.5,16
2081,2080.85,84,15,2506,28.6,Tournaisien-A,6.5,16
2082,2081.85,83,15,2507,28.9,Tournaisien-A,6.5,16
2083,2082.85,89,15,2510,27.9,Tournaisien-A,6.5,16
2084,2083.85,92,16,2510,33.6,Tournaisien-A,6.5,16
2085,2084.85,92,16,2508,34.6,Tournaisien-A,6.5,16
2086,2085.85,91,16,2506,30.3,Tournaisien-A,6.5,16
2087,2086.85,90,14,2509,18.4,Tournaisien-A,6.5,16
2088,2087.85,97,11,2532,17.7,Tournaisien-A,6.5,16
2089,2088.85,95,13,2535,25.5,Tournaisien-A,6.5,16
2090,2089.85,96,12,2533,26.5,Tournaisien-A,6.5,16
2091,2090.85,98,11,2532,22.8,Tournaisien-A,6.5,16
2092,2091.85,99,12,2533,16.7,Tournaisien-A,6.5,16
2093,2092.85,99,11,2530,16.8,Tournaisien-A,6.5,16
2094,2093.85,99,12,2530,16.7,Tournaisien-A,6.5,16
2095,2094.85,100,11,2529,19.3,Tournaisien-A,6.5,16
2096,2095.85,103,11,2530,12.0,Tournaisien-A,6.5,16
2097,2096.85,91,12,2509,15.9,Tournaisien-A,6.5,16
2098,2097.85,88,15,2504,22.8,Tournaisien-A,6.5,16
2099,2098.85,89,14,2505,21.9,Tournaisien-A,6.5,16
2100,2099.85,90,15,2503,18.1,Tournaisien-A,6.5,16
2101,2100.85,90,14,2499,19.2,Tournaisien-A,6.5,16
2102,2101.85,91,15,2494,17.6,Tournaisien-A,6.5,16
2103,2102.85,87,15,2492,23.7,Tournaisien-A,6.5,16
2104,2103.85,86,15,2494,30.4,Tournaisien-A,6.5,16
2105,2104.85,86,16,2494,24.1,Tournaisien-A,6.5,16
2106,2105.85,89,15,2503,10.6,Tournaisien-A,6.5,16
2107,2106.85,88,15,2503,23.7,Tournaisien-A,6.5,16
